day,conversion_scenario,conversion_scale_factor,counterfactual_method,settlement_payment_usd,independent_realized_value_usd,maximum_post_contingency_loading,absolute_error_usd,overpayment_usd
71,q50,0.9698487058668352,Payment-Certified N-1 Verifier,-126.58558121389797,-13.55517874555699,1.0000000000000022,113.03040246834098,0.0
71,q50,0.9698487058668352,Risk-Constrained Convex Verifier,-124.4039142356869,-13.55517874555699,1.000000000000002,110.84873549012991,0.0
71,q50,0.9698487058668352,Single Feasible Projection,-101.95421427606016,-13.55517874555699,1.0000000000000022,88.39903553050317,0.0
71,q90,1.3490609178395556,Feasible Quantile Projection,-147.9078952021755,-18.341127719444557,1.0000000000000022,129.56676748273094,0.0
71,q90,1.3490609178395556,Payment-Certified N-1 Verifier,-176.020349057997,-18.341127719444557,1.0000000000000022,157.67922133855245,0.0
71,q90,1.3490609178395556,Risk-Constrained Convex Verifier,-172.79993055375235,-18.341127719444557,1.000000000000002,154.4588028343078,0.0
71,q90,1.3490609178395556,Single Feasible Projection,-141.71166059964526,-18.341127719444557,1.0000000000000022,123.3705328802007,0.0
71,q99,5.320912625466783,Feasible Quantile Projection,-595.7080393014749,-56.12070036719879,1.0000000000000022,539.5873389342761,0.0
71,q99,5.320912625466783,Payment-Certified N-1 Verifier,-705.1027061513632,-56.12070036719879,1.0000000000000022,648.9820057841645,0.0
71,q99,5.320912625466783,Risk-Constrained Convex Verifier,-688.2548695675614,-56.12070036719879,1.000000000000002,632.1341692003626,0.0
71,q99,5.320912625466783,Single Feasible Projection,-568.1535399577733,-56.12070036719879,1.0000000000000022,512.0328395905746,0.0
72,q01,0.5826705226086141,Feasible Quantile Projection,-42.08426816503561,-38.8299486868309,1.0000000000000022,3.2543194782047067,0.0
72,q01,0.5826705226086141,Payment-Certified N-1 Verifier,-61.9379403456096,-38.8299486868309,1.0000000000000022,23.107991658778694,0.0
72,q01,0.5826705226086141,Risk-Constrained Convex Verifier,-50.01703047756563,-38.8299486868309,1.000000000000002,11.18708179073473,0.0
72,q01,0.5826705226086141,Single Feasible Projection,-37.8844363820117,-38.8299486868309,1.0000000000000022,0.9455123048192036,0.9455123048192036
72,q10,0.6871175459512688,Feasible Quantile Projection,-49.62811390432944,-45.776207670343865,1.0000000000000022,3.8519062339855736,0.0
72,q10,0.6871175459512688,Payment-Certified N-1 Verifier,-73.04067036206288,-45.776207670343865,1.0000000000000022,27.264462691719018,0.0
72,q10,0.6871175459512688,Risk-Constrained Convex Verifier,-58.92798384255002,-45.776207670343865,1.000000000000002,13.151776172206155,0.0
72,q10,0.6871175459512688,Single Feasible Projection,-44.63866445884014,-45.776207670343865,1.0000000000000022,1.1375432115037256,1.1375432115037256
72,q50,0.9698487058668352,Feasible Quantile Projection,-70.04880362659242,-64.54346925923164,1.0000000000000022,5.505334367360774,0.0
72,q50,0.9698487058668352,Payment-Certified N-1 Verifier,-103.0950236152421,-64.54346925923164,1.0000000000000022,38.551554356010456,0.0
72,q50,0.9698487058668352,Risk-Constrained Convex Verifier,-83.02989050607903,-64.54346925923164,1.000000000000002,18.486421246847385,0.0
72,q50,0.9698487058668352,Single Feasible Projection,-62.88033716369863,-64.54346925923164,1.0000000000000022,1.6631320955330153,1.6631320955330153
72,q90,1.3490609178395556,Feasible Quantile Projection,-97.4563509695854,-89.61141662989576,1.0000000000000022,7.844934339689644,0.0
72,q90,1.3490609178395556,Payment-Certified N-1 Verifier,-143.25130346291007,-89.61141662989576,1.0000000000000022,53.639886833014316,0.0
72,q90,1.3490609178395556,Risk-Constrained Convex Verifier,-115.18457265691723,-89.61141662989576,1.000000000000002,25.57315602702147,0.0
72,q90,1.3490609178395556,Single Feasible Projection,-87.21157635808231,-89.61141662989576,1.0000000000000022,2.3998402718134457,2.3998402718134457
72,q99,5.320912625466783,Feasible Quantile Projection,-393.42453599380315,-350.0610706601383,1.0000000000000022,43.36346533366486,0.0
72,q99,5.320912625466783,Payment-Certified N-1 Verifier,-572.1964562691082,-350.0610706601383,1.0000000000000022,222.13538560896995,0.0
72,q99,5.320912625466783,Risk-Constrained Convex Verifier,-458.85952368941616,-350.0610706601383,1.000000000000002,108.79845302927788,0.0
72,q99,5.320912625466783,Single Feasible Projection,-348.7840737111201,-350.0610706601383,1.0000000000000022,1.276996949018212,1.276996949018212
73,q01,0.5826705226086141,Feasible Quantile Projection,-44.25737530156948,6.2805681939298665,1.0000000000000022,50.53794349549935,0.0
73,q01,0.5826705226086141,Payment-Certified N-1 Verifier,-63.79484993656297,6.2805681939298665,1.0000000000000022,70.07541813049284,0.0
73,q01,0.5826705226086141,Risk-Constrained Convex Verifier,-4.669009090435793,6.2805681939298665,1.000000000000002,10.94957728436566,0.0
73,q01,0.5826705226086141,Single Feasible Projection,-49.11013592375093,6.2805681939298665,1.0000000000000022,55.3907041176808,0.0
73,q10,0.6871175459512688,Feasible Quantile Projection,-52.19076292261343,7.454245532500863,1.0000000000000022,59.645008455114294,0.0
73,q10,0.6871175459512688,Payment-Certified N-1 Verifier,-75.19157090512635,7.454245532500863,1.0000000000000022,82.64581643762722,0.0
73,q10,0.6871175459512688,Risk-Constrained Convex Verifier,-5.389592794635973,7.454245532500863,1.000000000000002,12.843838327136837,0.0
73,q10,0.6871175459512688,Single Feasible Projection,-57.84241206864681,7.454245532500863,1.0000000000000022,65.29665760114767,0.0
73,q50,0.9698487058668352,Feasible Quantile Projection,-73.6888541733133,10.769484680758977,1.0000000000000022,84.45833885407228,0.0
73,q50,0.9698487058668352,Payment-Certified N-1 Verifier,-106.02791462976165,10.769484680758977,1.0000000000000022,116.79739931052063,0.0
73,q50,0.9698487058668352,Risk-Constrained Convex Verifier,-7.198844963408192,10.769484680758977,1.000000000000002,17.96832964416717,0.0
73,q50,0.9698487058668352,Single Feasible Projection,-81.41403692919812,10.769484680758977,1.0000000000000022,92.1835216099571,0.0
73,q90,1.3490609178395556,Feasible Quantile Projection,-102.89947299312007,15.314780559196159,1.0000000000000022,118.21425355231622,0.0
73,q90,1.3490609178395556,Payment-Certified N-1 Verifier,-147.73649496857433,15.314780559196159,1.0000000000000022,163.05127552777049,0.0
73,q90,1.3490609178395556,Risk-Constrained Convex Verifier,-9.884847908022493,15.314780559196159,1.000000000000002,25.199628467218652,0.0
73,q90,1.3490609178395556,Single Feasible Projection,-113.40577569003472,15.314780559196159,1.0000000000000022,128.72055624923087,0.0
73,q99,5.320912625466783,Feasible Quantile Projection,-413.9004715326482,74.25045689401486,1.0000000000000022,488.1509284266631,0.0
73,q99,5.320912625466783,Payment-Certified N-1 Verifier,-589.4439264490338,74.25045689401486,1.0000000000000022,663.6943833430487,0.0
73,q99,5.320912625466783,Risk-Constrained Convex Verifier,-35.32812435035157,74.25045689401486,1.000000000000002,109.57858124436643,0.0
73,q99,5.320912625466783,Single Feasible Projection,-452.3827887480893,74.25045689401486,1.0000000000000022,526.6332456421042,0.0
74,q01,0.5826705226086141,Feasible Quantile Projection,-31.362626036530855,20.57080800951371,1.0000000000000022,51.93343404604457,0.0
74,q01,0.5826705226086141,Payment-Certified N-1 Verifier,-41.48036496238274,20.57080800951371,1.0000000000000022,62.05117297189645,0.0
74,q01,0.5826705226086141,Risk-Constrained Convex Verifier,0.08060982185998006,20.57080800951371,1.000000000000002,20.49019818765373,0.0
74,q01,0.5826705226086141,Single Feasible Projection,-25.602241893167957,20.57080800951371,1.0000000000000022,46.17304990268167,0.0
74,q10,0.6871175459512688,Feasible Quantile Projection,-36.984556109566256,24.298995125074725,1.0000000000000022,61.28355123464098,0.0
74,q10,0.6871175459512688,Payment-Certified N-1 Verifier,-48.870956508255404,24.298995125074725,1.0000000000000022,73.16995163333013,0.0
74,q10,0.6871175459512688,Risk-Constrained Convex Verifier,0.2498342054659589,24.298995125074725,1.000000000000002,24.049160919608767,0.0
74,q10,0.6871175459512688,Single Feasible Projection,-30.146589074431176,24.298995125074725,1.0000000000000022,54.4455841995059,0.0
74,q50,0.9698487058668352,Feasible Quantile Projection,-52.20274768309537,34.5180344597411,1.0000000000000022,86.72078214283647,0.0
74,q50,0.9698487058668352,Payment-Certified N-1 Verifier,-68.81648911926459,34.5180344597411,1.0000000000000022,103.33452357900569,0.0
74,q50,0.9698487058668352,Risk-Constrained Convex Verifier,0.7305960579596962,34.5180344597411,1.000000000000002,33.78743840178141,0.0
74,q50,0.9698487058668352,Single Feasible Projection,-42.267266205732085,34.5180344597411,1.0000000000000022,76.78530066547319,0.0
74,q90,1.3490609178395556,Feasible Quantile Projection,-72.97031388489268,48.33023779462019,1.000000000000002,121.30055167951286,0.0
74,q90,1.3490609178395556,Payment-Certified N-1 Verifier,-95.84061424346874,48.33023779462019,1.0000000000000022,144.17085203808892,0.0
74,q90,1.3490609178395556,Risk-Constrained Convex Verifier,1.019198041212803,48.33023779462019,1.000000000000002,47.311039753407385,0.0
74,q90,1.3490609178395556,Single Feasible Projection,-58.79088901639443,48.33023779462019,1.0000000000000022,107.12112681101462,0.0
74,q99,5.320912625466783,Feasible Quantile Projection,-293.3851286127192,203.07587929562396,1.0000000000000022,496.46100790834316,0.0
74,q99,5.320912625466783,Payment-Certified N-1 Verifier,-382.8406143068405,203.07587929562396,1.0000000000000022,585.9164936024645,0.0
74,q99,5.320912625466783,Risk-Constrained Convex Verifier,7.493006586806587,203.07587929562396,1.000000000000002,195.58287270881738,0.0
74,q99,5.320912625466783,Single Feasible Projection,-235.69623920969025,203.07587929562396,1.0000000000000022,438.7721185053142,0.0
75,q01,0.5826705226086141,Feasible Quantile Projection,-56.3433089724349,-17.386167577727974,1.0000000000000022,38.95714139470692,0.0
75,q01,0.5826705226086141,Payment-Certified N-1 Verifier,-87.64097486085302,-17.386167577727974,1.0000000000000022,70.25480728312505,0.0
75,q01,0.5826705226086141,Risk-Constrained Convex Verifier,-42.26795547521397,-17.386167577727974,1.000000000000002,24.881787897485992,0.0
75,q01,0.5826705226086141,Single Feasible Projection,-79.13997998172636,-17.386167577727974,1.0000000000000022,61.75381240399838,0.0
75,q10,0.6871175459512688,Feasible Quantile Projection,-66.44316932078073,-20.44867595617506,1.0000000000000022,45.99449336460567,0.0
75,q10,0.6871175459512688,Payment-Certified N-1 Verifier,-103.2994280519797,-20.44867595617506,1.0000000000000022,82.85075209580464,0.0
75,q10,0.6871175459512688,Risk-Constrained Convex Verifier,-49.68007206162474,-20.44867595617506,1.000000000000002,29.231396105449683,0.0
75,q10,0.6871175459512688,Single Feasible Projection,-93.27458122490498,-20.44867595617506,1.0000000000000022,72.82590526872991,0.0
75,q50,0.9698487058668352,Feasible Quantile Projection,-94.01510453675292,-28.6554398737444,1.0000000000000022,65.35966466300852,0.0
75,q50,0.9698487058668352,Payment-Certified N-1 Verifier,-145.91077660499832,-28.6554398737444,1.0000000000000022,117.25533673125392,0.0
75,q50,0.9698487058668352,Risk-Constrained Convex Verifier,-69.94302940662055,-28.6554398737444,1.000000000000002,41.287589532876154,0.0
75,q50,0.9698487058668352,Single Feasible Projection,-131.53854290614254,-28.6554398737444,1.0000000000000022,102.88310303239814,0.0
75,q90,1.3490609178395556,Feasible Quantile Projection,-131.20117351228146,-39.494043275723016,1.0000000000000022,91.70713023655844,0.0
75,q90,1.3490609178395556,Payment-Certified N-1 Verifier,-202.95465713222075,-39.494043275723016,1.0000000000000022,163.46061385649773,0.0
75,q90,1.3490609178395556,Risk-Constrained Convex Verifier,-97.22476100384301,-39.494043275723016,1.000000000000002,57.73071772812,0.0
75,q90,1.3490609178395556,Single Feasible Projection,-182.95123122561745,-39.494043275723016,1.0000000000000022,143.45718794989443,0.0
75,q99,5.320912625466783,Feasible Quantile Projection,-528.4957995134118,-143.83193212610422,1.0000000000000022,384.6638673873076,0.0
75,q99,5.320912625466783,Payment-Certified N-1 Verifier,-811.5786809153487,-143.83193212610422,1.0000000000000022,667.7467487892445,0.0
75,q99,5.320912625466783,Risk-Constrained Convex Verifier,-385.0719844528703,-143.83193212610422,1.000000000000002,241.2400523267661,0.0
75,q99,5.320912625466783,Single Feasible Projection,-731.6964941302504,-143.83193212610422,1.0000000000000022,587.8645620041461,0.0
76,q01,0.5826705226086141,Feasible Quantile Projection,-37.494699512937586,10.861484513596224,1.0000000000000022,48.35618402653381,0.0
76,q01,0.5826705226086141,Payment-Certified N-1 Verifier,-38.40374863775651,10.861484513596224,1.0000000000000022,49.26523315135273,0.0
76,q01,0.5826705226086141,Risk-Constrained Convex Verifier,1.7471065104073187,10.861484513596224,1.000000000000002,9.114378003188905,0.0
76,q01,0.5826705226086141,Single Feasible Projection,-23.780559429171262,10.861484513596224,1.0000000000000022,34.642043942767486,0.0
76,q10,0.6871175459512688,Feasible Quantile Projection,-44.21583882460072,12.83669952757009,1.0000000000000022,57.052538352170814,0.0
76,q10,0.6871175459512688,Payment-Certified N-1 Verifier,-45.28784020369312,12.83669952757009,1.0000000000000022,58.12453973126321,0.0
76,q10,0.6871175459512688,Risk-Constrained Convex Verifier,2.155263612688941,12.83669952757009,1.000000000000002,10.681435914881149,0.0
76,q10,0.6871175459512688,Single Feasible Projection,-27.989599573833402,12.83669952757009,1.0000000000000022,40.82629910140349,0.0
76,q50,0.9698487058668352,Feasible Quantile Projection,-62.40951685128675,18.264757568493227,1.0000000000000022,80.67427441977998,0.0
76,q50,0.9698487058668352,Payment-Certified N-1 Verifier,-63.83052682300695,18.264757568493227,1.0000000000000022,82.09528439150017,0.0
76,q50,0.9698487058668352,Risk-Constrained Convex Verifier,3.2940733822779293,18.264757568493227,1.000000000000002,14.970684186215298,0.0
76,q50,0.9698487058668352,Single Feasible Projection,-39.380611203037915,18.264757568493227,1.0000000000000022,57.64536877153114,0.0
76,q90,1.3490609178395556,Feasible Quantile Projection,-86.86961911549224,25.748043105781093,1.0000000000000022,112.61766222127333,0.0
76,q90,1.3490609178395556,Payment-Certified N-1 Verifier,-88.5897478658535,25.748043105781093,1.0000000000000022,114.33779097163459,0.0
76,q90,1.3490609178395556,Risk-Constrained Convex Verifier,4.942172039685829,25.748043105781093,1.000000000000002,20.805871066095264,0.0
76,q90,1.3490609178395556,Single Feasible Projection,-54.57988074917557,25.748043105781093,1.0000000000000022,80.32792385495667,0.0
76,q99,5.320912625466783,Feasible Quantile Projection,-349.74446689111574,110.15277018747844,1.0000000000000022,459.8972370785942,0.0
76,q99,5.320912625466783,Payment-Certified N-1 Verifier,-356.30862681471075,110.15277018747844,1.0000000000000022,466.4613970021892,0.0
76,q99,5.320912625466783,Risk-Constrained Convex Verifier,20.731998070217713,110.15277018747844,1.000000000000002,89.42077211726073,0.0
76,q99,5.320912625466783,Single Feasible Projection,-220.4496334346586,110.15277018747844,1.0000000000000022,330.60240362213705,0.0
77,q01,0.5826705226086141,Feasible Quantile Projection,-1.612532319544698,15.983298530454707,1.0000000000000022,17.595830849999405,0.0
77,q01,0.5826705226086141,Payment-Certified N-1 Verifier,-1.0774150168017511,15.983298530454707,1.0000000000000022,17.06071354725646,0.0
77,q01,0.5826705226086141,Risk-Constrained Convex Verifier,-3.107393134752783,15.983298530454707,1.000000000000002,19.09069166520749,0.0
77,q01,0.5826705226086141,Single Feasible Projection,-1.0774146641124387,15.983298530454707,1.0000000000000022,17.060713194567146,0.0
77,q10,0.6871175459512688,Feasible Quantile Projection,-1.9015879595426666,18.850403656333583,1.0000000000000022,20.75199161587625,0.0
77,q10,0.6871175459512688,Payment-Certified N-1 Verifier,-1.2705478200659854,18.850403656333583,1.0000000000000022,20.12095147639957,0.0
77,q10,0.6871175459512688,Risk-Constrained Convex Verifier,-3.6644111246550892,18.850403656333583,1.000000000000002,22.514814780988672,0.0
77,q10,0.6871175459512688,Single Feasible Projection,-1.270547404152239,18.850403656333583,1.0000000000000022,20.120951060485822,0.0
77,q50,0.9698487058668352,Feasible Quantile Projection,-2.6840423920457392,26.623813050753597,1.0000000000000022,29.307855442799337,0.0
77,q50,0.9698487058668352,Payment-Certified N-1 Verifier,-1.7933455000475076,26.623813050753597,1.0000000000000022,28.417158550801105,0.0
77,q50,0.9698487058668352,Risk-Constrained Convex Verifier,-5.172221853386873,26.623813050753597,1.000000000000002,31.79603490414047,0.0
77,q50,0.9698487058668352,Single Feasible Projection,-1.7933449129959624,26.623813050753597,1.0000000000000022,28.41715796374956,0.0
77,q90,1.3490609178395556,Feasible Quantile Projection,-3.733506753203982,37.06806995248735,1.0000000000000022,40.80157670569133,0.0
77,q90,1.3490609178395556,Payment-Certified N-1 Verifier,-2.4945461200895807,37.06806995248735,1.0000000000000022,39.56261607257693,0.0
77,q90,1.3490609178395556,Risk-Constrained Convex Verifier,-7.194567893526255,37.06806995248735,1.000000000000002,44.262637846013604,0.0
77,q90,1.3490609178395556,Single Feasible Projection,-2.4945453034997627,37.06806995248735,1.0000000000000022,39.56261525598711,0.0
77,q99,5.320912625466783,Feasible Quantile Projection,-14.725549423092161,147.54556630160732,1.0000000000000022,162.27111572469948,0.0
77,q99,5.320912625466783,Payment-Certified N-1 Verifier,-9.838889978724183,147.54556630160732,1.0000000000000022,157.3844562803315,0.0
77,q99,5.320912625466783,Risk-Constrained Convex Verifier,-28.376529653534817,147.54556630160732,1.000000000000002,175.92209595514214,0.0
77,q99,5.320912625466783,Single Feasible Projection,-9.83888675797607,147.54556630160732,1.0000000000000022,157.3844530595834,0.0
78,q01,0.5826705226086141,Feasible Quantile Projection,-13.89737700679325,6.845461377943138,1.0000000000000022,20.742838384736388,0.0
78,q01,0.5826705226086141,Payment-Certified N-1 Verifier,-16.94655636135576,6.845461377943138,1.0000000000000022,23.7920177392989,0.0
78,q01,0.5826705226086141,Risk-Constrained Convex Verifier,-3.594130684470656,6.845461377943138,1.000000000000002,10.439592062413794,0.0
78,q01,0.5826705226086141,Single Feasible Projection,-13.20982067584373,6.845461377943138,1.0000000000000022,20.05528205378687,0.0
78,q10,0.6871175459512688,Feasible Quantile Projection,-16.388561311316153,8.090285742380729,1.0000000000000022,24.47884705369688,0.0
78,q10,0.6871175459512688,Payment-Certified N-1 Verifier,-19.984323502776533,8.090285742380729,1.0000000000000022,28.074609245157262,0.0
78,q10,0.6871175459512688,Risk-Constrained Convex Verifier,-4.204310429497128,8.090285742380729,1.000000000000002,12.294596171877856,0.0
78,q10,0.6871175459512688,Single Feasible Projection,-15.577756576056345,8.090285742380729,1.0000000000000022,23.668042318437074,0.0
78,q50,0.9698487058668352,Feasible Quantile Projection,-23.13203188080479,11.484508078352519,1.0000000000000022,34.61653995915731,0.0
78,q50,0.9698487058668352,Payment-Certified N-1 Verifier,-28.207357534369294,11.484508078352519,1.0000000000000022,39.69186561272181,0.0
78,q50,0.9698487058668352,Risk-Constrained Convex Verifier,-5.808288634321798,11.484508078352519,1.000000000000002,17.292796712674317,0.0
78,q50,0.9698487058668352,Single Feasible Projection,-21.987601895219996,11.484508078352519,1.0000000000000022,33.472109973572515,0.0
78,q90,1.3490609178395556,Feasible Quantile Projection,-32.17668897409749,16.096178825993775,1.0000000000000022,48.27286780009126,0.0
78,q90,1.3490609178395556,Payment-Certified N-1 Verifier,-39.236474117004036,16.096178825993775,1.0000000000000022,55.33265294299781,0.0
78,q90,1.3490609178395556,Risk-Constrained Convex Verifier,-7.959618976508864,16.096178825993775,1.000000000000002,24.05579780250264,0.0
78,q90,1.3490609178395556,Single Feasible Projection,-30.584785249926426,16.096178825993775,1.0000000000000022,46.6809640759202,0.0
78,q99,5.320912625466783,Feasible Quantile Projection,-127.9310623756628,67.92005558877827,1.0000000000000022,195.85111796444107,0.0
78,q99,5.320912625466783,Payment-Certified N-1 Verifier,-155.25251421728353,67.92005558877827,1.0000000000000022,223.1725698060618,0.0
78,q99,5.320912625466783,Risk-Constrained Convex Verifier,-29.736361872282956,67.92005558877827,1.000000000000002,97.65641746106122,0.0
78,q99,5.320912625466783,Single Feasible Projection,-121.12886574189906,67.92005558877827,1.000000000000002,189.04892133067733,0.0
79,q01,0.5826705226086141,Feasible Quantile Projection,-46.85053951316513,-48.22147599265554,1.0000000000000022,1.3709364794904104,1.3709364794904104
79,q01,0.5826705226086141,Payment-Certified N-1 Verifier,-65.1045032806851,-48.22147599265554,1.0000000000000022,16.883027288029552,0.0
79,q01,0.5826705226086141,Risk-Constrained Convex Verifier,-55.88549469616737,-48.22147599265554,1.000000000000002,7.664018703511829,0.0
79,q01,0.5826705226086141,Single Feasible Projection,-57.47799423108154,-48.22147599265554,1.0000000000000022,9.256518238425997,0.0
79,q10,0.6871175459512688,Feasible Quantile Projection,-55.24876664887233,-56.8501209756978,1.0000000000000022,1.601354326825465,1.601354326825465
79,q10,0.6871175459512688,Payment-Certified N-1 Verifier,-76.72575262762803,-56.8501209756978,1.0000000000000022,19.875631651930227,0.0
79,q10,0.6871175459512688,Risk-Constrained Convex Verifier,-65.84840383278788,-56.8501209756978,1.000000000000002,8.998282857090082,0.0
79,q10,0.6871175459512688,Single Feasible Projection,-67.73023475753507,-56.8501209756978,1.0000000000000022,10.880113781837274,0.0
79,q50,0.9698487058668352,Feasible Quantile Projection,-77.98221010492307,-80.1318215268384,1.0000000000000022,2.149611421915324,2.149611421915324
79,q50,0.9698487058668352,Payment-Certified N-1 Verifier,-108.17043507910239,-80.1318215268384,1.0000000000000022,28.038613552263996,0.0
79,q50,0.9698487058668352,Risk-Constrained Convex Verifier,-92.81733761551732,-80.1318215268384,1.000000000000002,12.685516088678924,0.0
79,q50,0.9698487058668352,Single Feasible Projection,-95.47349346218834,-80.1318215268384,1.0000000000000022,15.34167193534995,0.0
79,q90,1.3490609178395556,Feasible Quantile Projection,-108.79914116162035,-111.34608988842774,1.0000000000000022,2.5469487268073863,2.5469487268073863
79,q90,1.3490609178395556,Payment-Certified N-1 Verifier,-150.61723165698822,-111.34608988842774,1.0000000000000022,39.27114176856048,0.0
79,q90,1.3490609178395556,Risk-Constrained Convex Verifier,-129.08889024228301,-111.34608988842774,1.000000000000002,17.742800353855273,0.0
79,q90,1.3490609178395556,Single Feasible Projection,-132.9036772644013,-111.34608988842774,1.0000000000000022,21.557587375973554,0.0
79,q99,5.320912625466783,Feasible Quantile Projection,-438.2742864746233,-435.6883406490542,1.0000000000000022,2.5859458255690697,0.0
79,q99,5.320912625466783,Payment-Certified N-1 Verifier,-601.9620323024901,-435.6883406490542,1.0000000000000022,166.2736916534359,0.0
79,q99,5.320912625466783,Risk-Constrained Convex Verifier,-512.194190131906,-435.6883406490542,1.000000000000002,76.50584948285177,0.0
79,q99,5.320912625466783,Single Feasible Projection,-531.5019148612919,-435.6883406490542,1.0000000000000022,95.81357421223765,0.0
80,q01,0.5826705226086141,Feasible Quantile Projection,-35.965459834826106,-0.8892872334399691,1.0000000000000022,35.07617260138613,0.0
80,q01,0.5826705226086141,Payment-Certified N-1 Verifier,-36.86899743624781,-0.8892872334399691,1.0000000000000022,35.97971020280784,0.0
80,q01,0.5826705226086141,Risk-Constrained Convex Verifier,-0.40228113478588057,-0.8892872334399691,1.000000000000002,0.4870060986540885,0.4870060986540885
80,q01,0.5826705226086141,Single Feasible Projection,-24.162010805719547,-0.8892872334399691,1.0000000000000022,23.272723572279578,0.0
80,q10,0.6871175459512688,Feasible Quantile Projection,-42.412474188799024,-1.015643883996745,1.0000000000000022,41.39683030480228,0.0
80,q10,0.6871175459512688,Payment-Certified N-1 Verifier,-43.42614155800038,-1.015643883996745,1.0000000000000022,42.410497674003636,0.0
80,q10,0.6871175459512688,Risk-Constrained Convex Verifier,-0.33840054706161204,-1.015643883996745,1.000000000000002,0.677243336935133,0.677243336935133
80,q10,0.6871175459512688,Single Feasible Projection,-28.441354904523905,-1.015643883996745,1.0000000000000022,27.42571102052716,0.0
80,q50,0.9698487058668352,Feasible Quantile Projection,-59.864114149009765,-1.2431467798305622,1.0000000000000022,58.620967369179205,0.0
80,q50,0.9698487058668352,Payment-Certified N-1 Verifier,-61.168892341571336,-1.2431467798305622,1.0000000000000022,59.925745561740776,0.0
80,q50,0.9698487058668352,Risk-Constrained Convex Verifier,-0.09968213368120082,-1.2431467798305622,1.000000000000002,1.1434646461493614,1.1434646461493614
80,q50,0.9698487058668352,Single Feasible Projection,-40.018252208452395,-1.2431467798305622,1.0000000000000022,38.775105428621835,0.0
80,q90,1.3490609178395556,Feasible Quantile Projection,-83.2710672200592,-1.411366497572093,1.0000000000000022,81.8597007224871,0.0
80,q90,1.3490609178395556,Payment-Certified N-1 Verifier,-84.85647309541673,-1.411366497572093,1.0000000000000022,83.44510659784464,0.0
80,q90,1.3490609178395556,Risk-Constrained Convex Verifier,0.22049813087505044,-1.411366497572093,1.000000000000002,1.6318646284471434,1.6318646284471434
80,q90,1.3490609178395556,Single Feasible Projection,-55.37797844441229,-1.411366497572093,1.0000000000000022,53.9666119468402,0.0
80,q99,5.320912625466783,Feasible Quantile Projection,-336.1063460982132,4.581291101356328,1.0000000000000022,340.6876371995695,0.0
80,q99,5.320912625466783,Payment-Certified N-1 Verifier,-340.19965815012256,4.581291101356328,1.0000000000000022,344.7809492514789,0.0
80,q99,5.320912625466783,Risk-Constrained Convex Verifier,5.056861754015699,4.581291101356328,1.000000000000002,0.47557065265937126,0.47557065265937126
80,q99,5.320912625466783,Single Feasible Projection,-222.9296789213804,4.581291101356328,1.0000000000000022,227.51097002273673,0.0
81,q01,0.5826705226086141,Feasible Quantile Projection,-66.41405818908606,-20.67761220747162,1.0000000000000022,45.736445981614445,0.0
81,q01,0.5826705226086141,Payment-Certified N-1 Verifier,-82.33149556807439,-20.67761220747162,1.0000000000000022,61.65388336060277,0.0
81,q01,0.5826705226086141,Risk-Constrained Convex Verifier,-33.539907208139994,-20.67761220747162,1.0000000000000022,12.862295000668375,0.0
81,q01,0.5826705226086141,Single Feasible Projection,-43.279749576529866,-20.67761220747162,1.0000000000000022,22.602137369058248,0.0
81,q10,0.6871175459512688,Feasible Quantile Projection,-78.31915792694235,-24.345833776465952,1.0000000000000022,53.9733241504764,0.0
81,q10,0.6871175459512688,Payment-Certified N-1 Verifier,-97.00638740454087,-24.345833776465952,1.0000000000000022,72.66055362807492,0.0
81,q10,0.6871175459512688,Risk-Constrained Convex Verifier,-39.38747122890163,-24.345833776465952,1.0000000000000022,15.04163745243568,0.0
81,q10,0.6871175459512688,Single Feasible Projection,-50.821511003859996,-24.345833776465952,1.0000000000000022,26.475677227394044,0.0
81,q50,0.9698487058668352,Feasible Quantile Projection,-110.54547276166522,-34.02438434758369,1.0000000000000022,76.52108841408153,0.0
81,q50,0.9698487058668352,Payment-Certified N-1 Verifier,-136.55541004198312,-34.02438434758369,1.0000000000000022,102.53102569439943,0.0
81,q50,0.9698487058668352,Risk-Constrained Convex Verifier,-55.12967973984996,-34.02438434758369,1.000000000000002,21.10529539226627,0.0
81,q50,0.9698487058668352,Single Feasible Projection,-71.00892595204095,-34.02438434758369,1.0000000000000022,36.98454160445726,0.0
81,q90,1.3490609178395556,Feasible Quantile Projection,-154.95872990036878,-47.039774522132575,1.0000000000000022,107.9189553782362,0.0
81,q90,1.3490609178395556,Payment-Certified N-1 Verifier,-190.3855040404378,-47.039774522132575,1.0000000000000022,143.34572951830523,0.0
81,q90,1.3490609178395556,Risk-Constrained Convex Verifier,-77.39640881673768,-47.039774522132575,1.000000000000002,30.3566342946051,0.0
81,q90,1.3490609178395556,Single Feasible Projection,-99.09053351028159,-47.039774522132575,1.0000000000000022,52.05075898814901,0.0
81,q99,5.320912625466783,Feasible Quantile Projection,-621.6766099660144,-172.72095944808643,1.0000000000000022,448.955650517928,0.0
81,q99,5.320912625466783,Payment-Certified N-1 Verifier,-761.7494637700765,-172.72095944808643,1.000000000000002,589.0285043219901,0.0
81,q99,5.320912625466783,Risk-Constrained Convex Verifier,-306.1067899464524,-172.72095944808643,1.000000000000002,133.38583049836598,0.0
